o_zone_id,d_zone_id,dist_km,volume
0,0,0.0,0.0
0,1,8.54295575697721,38.47759214095043
0,2,17.085910105548702,0.0
0,3,25.628861639405308,0.726233962167645
0,4,34.17180895010103,4.994047644315441
0,5,42.71475063020458,1.1857347810505756
0,6,51.257685271879296,0.32774491009000106
0,7,59.800611467573056,0.6098435295048664
0,8,68.34352780952129,0.42231245326216477
0,9,76.88643288992408,0.0987132146422869
0,10,85.42932530079786,0.030105321947324952
0,11,93.97220363447624,0.008928520730605408
0,12,102.51506648297446,0.001221041038719964
0,13,111.05791243837139,8.564257053344246e-05
0,14,119.60074009256992,3.663021245345712e-05
0,15,128.14354803756981,6.78696864557702e-06
0,16,7.686363203268557,0.0
0,17,11.494152690559092,29.389395418535997
0,18,18.740907085612612,1.1402456506218925
0,19,26.765615854934598,6.173395609904495
0,20,35.03776658136301,3.000097157298608
0,21,43.416148456771054,1.6682736332986356
0,22,51.84928484696687,1.0521004221259918
0,23,60.31420840530405,0.6140204259022154
0,24,68.7991824912839,0.41719551768626717
0,25,77.29759987374251,0.15641352881221346
0,26,85.80546149942532,0.02616033779579541
0,27,94.32020689799704,0.01626584969963516
0,28,102.84012133287335,0.0010496035638245162
0,29,111.36401347606581,0.00015669964574310948
0,30,119.89102991179308,8.151569611615939e-05
0,31,128.4205432394819,4.03652021123266e-06
0,32,15.372726407538652,4.605301814822073
0,33,17.590033737579965,47.515096880668644
0,34,22.992932565586777,18.81374191853648
0,35,29.90179854960983,17.462380466339784
0,36,37.49315767707519,6.949817470003886
0,37,45.42612200447551,2.075707127834593
0,38,53.54908204619618,0.8633734848399299
0,39,61.78714451796447,0.7622035429250843
0,40,70.09973648791805,0.29710697727348223
0,41,78.46316939960347,0.09640619563232936
0,42,86.86275439819619,0.03920630499179805
0,43,95.28892691285937,0.009309386277377018
0,44,103.73520336059461,0.00047091406237810747
0,45,112.19703859800259,0.0002605067659271634
0,46,120.67115460714066,0.00029749188744652776
0,47,129.15512909988945,3.387775869779793e-05
0,48,23.05908961107314,3.2208010888310925
0,49,24.593969087253893,12.503659487492792
0,50,28.710422721909158,22.72550263687796
0,51,34.496327951400794,49.100471512162216
0,52,41.255155843496624,12.004237881629502
0,53,48.58252527414753,2.6423635910627836
0,54,56.25671378536701,2.2659936873634456
0,55,64.15337565766195,0.5580585602371821
0,56,72.19954588546715,0.21507360827592695
0,57,80.35031786179219,0.04626272268894017
0,58,88.57681557195998,0.029335886017042474
0,59,96.85974160952155,0.007514395250767434
0,60,105.18576157214788,0.00038402424585967177
0,61,113.54539106951606,6.941525568110578e-05
0,62,121.93171258279276,0.00010434514366717564
0,63,130.33956898905197,1.4341014254384889e-05
0,64,30.745452814865416,12.252718100052919
0,65,31.913596347524702,1.8630968069549056
0,66,35.18610340848353,17.50450025618703
0,67,40.0504113457339,18.803959255856483
0,68,46.0043271901455,6.805231770489704
0,69,52.67968822796785,2.5557716437238405
0,70,59.83551882421048,1.0344579996463894
0,71,67.31877061641084,0.4154574915682005
0,72,75.03153752000783,0.15120168250457688
0,73,82.90978730520736,0.057218195893543926
0,74,90.91050373195142,0.019250259793924532
0,75,99.00399631654447,0.004899756855334172
0,76,107.16924287991408,0.0012236814104957666
0,77,115.39100738945248,1.899474167887274e-05
0,78,123.65801223825478,4.5340998419051946e-05
0,79,131.96175029233274,1.9084103237298066e-05
0,80,38.43181601849366,0.11601170338305883
0,81,39.37324263962938,0.516400672605214
0,82,42.07131384442503,8.230860050943095
0,83,46.219411258004754,8.080901991024042
0,84,51.46812200039266,2.8113958686629137
0,85,57.51691863840057,1.6730922088681852
0,86,64.13983621038103,0.6221977092099056
0,87,71.17678719056394,0.3147749646404776
0,88,78.5165246640461,0.09745630966093673
0,89,86.08162814282797,0.05515875490093982
0,90,93.81759108713683,0.018034251442223134
0,91,101.6854208730014,0.0036017810008629725
0,92,109.65673240645766,0.0017666507155228294
0,93,117.71049965829044,0.00012374008988942203
0,94,125.83088621723235,4.624457606129881e-05
0,95,134.00577696740055,4.819238651606636e-06
0,96,46.11817922197469,1.0854470340639812
0,97,46.90615234551218,0.7218182946820226
0,98,49.19440109854193,3.3192904514894197
0,99,52.7881826386979,2.8508650213895583
0,100,57.44298277190917,1.7297807459931183
0,101,62.923770513289355,1.1323421098974114
0,102,69.0340906674361,0.7911147338053067
0,103,75.62149218744688,0.24884111054694652
0,104,82.57186866076358,0.12512043303156264
0,105,89.80097548819649,0.03326331242628681
0,106,97.24666771980621,0.004610802494974322
0,107,104.86281580712105,0.0026927615197706515
0,108,112.61483679018545,0.00039639505579149346
0,109,120.47650087629327,0.00016845043084716876
0,110,128.42766968137232,2.268550723662977e-05
0,111,136.45269292106417,8.725292525786214e-06
0,112,53.80454242569143,0.2716711460340415
0,113,54.48194478492957,0.3981003286544084
0,114,56.46541264885004,0.8151421134835216
0,115,59.62474483624558,1.252457653639652
0,116,63.785454319342485,0.5392969197654844
0,117,68.76601231464488,0.6066280608274611
0,118,74.40195271994634,0.289349376017952
0,119,80.55583166313156,0.22636723669845019
0,120,87.1179554917468,0.10490109824976569
0,121,94.00286333785277,0.025178823998750946
0,122,101.14465702359468,0.0048050277570391275
0,123,108.49261380058147,0.000963523783338408
0,124,116.00756065469253,9.426256929029e-05
0,125,123.65905218418641,0.00023020526784819036
0,126,131.4232370296548,4.724706608245443e-05
0,127,139.2812656981328,1.3446620812187845e-05
0,128,61.490905629420034,0.1177914327919496
0,129,62.084923894763534,0.1899644623876569
0,130,63.833820401777075,0.49562567833892185
0,131,66.64673951877161,0.6779513241396341
0,132,70.39624507841916,0.22698508212140192
0,133,74.94188809849682,0.16133398817393013
0,134,80.14832045552636,0.14948858932826461
0,135,85.89546459265672,0.16761038491111296
0,136,92.08213002546104,0.08573992184970058
0,137,98.62563589099705,0.016623950868191812
0,138,105.45957606012315,0.0035673574488076115
0,139,112.53104526703207,0.00043868969384896117
0,140,119.7979839283142,0.00018392133752411586
0,141,127.22689770936019,9.311795763307817e-05
0,142,134.79100341194743,1.4045195873127539e-05
0,143,142.46876488430829,1.623779044264978e-05
0,144,69.17726883304611,0.07759560977256096
0,145,69.7061943463507,0.13550813401036346
0,146,71.26942194139782,0.2515016293889845
0,147,73.80125541868786,0.24992584863684444
0,148,77.20646142017982,0.15195279880222268
0,149,81.37547125476226,0.07320954463841584
0,150,86.19752771486934,0.06311690808167436
0,151,91.56951757316362,0.06950408590710005
0,152,97.40048766319347,0.02870047962301638
0,153,103.61297416910051,0.007089669795319418
0,154,110.14243504473176,0.002843962930231151
